benchmark,dataset,instance_id,seed,agent,arm,run,verdict,cost_usd,num_turns,tool_calls,llm_calls,wall_secs,input_tokens,cached_input_tokens,output_tokens,reasoning_tokens,first_call_input_tokens,first_call_cache_read,cost_usd_adjusted,cache_floor_moved_tokens,agent_surface,agent_version,result_path
swebench,swebench-datasci-mini,sympy__sympy-17318,2,claude,onlycode,1,PASS,0.359676,22,6,41,427,265784,244975,13739,,3362,1289,0.359676,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_2/sympy__sympy-17318_onlycode_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-19016,2,claude,baseline,1,FAIL,0.3407549000000001,19,4,32,172,377148,357508,10596,,12080,10231,0.3407549000000001,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_2/sympy__sympy-19016_baseline_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-19016,2,claude,bash_only,1,PASS,0.181466,17,7,26,103,188592,176670,5523,,4590,3668,0.181466,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_2/sympy__sympy-19016_bash_only_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-19016,2,claude,onlycode,1,PASS,0.298311,12,5,21,196,160382,140635,12039,,2779,1289,0.298311,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_2/sympy__sympy-19016_onlycode_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-21596,2,claude,baseline,1,FAIL,0.5993029,11,19,40,263,193237,172307,4275,,12013,0,0.5716791999999999,10231,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_2/sympy__sympy-21596_baseline_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-21596,2,claude,bash_only,1,FAIL,0.4978974,21,5,35,265,436685,401473,16304,,5714,0,0.4879938,3668,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_2/sympy__sympy-21596_bash_only_run1.jsonl
swebench,swebench-datasci-mini,sympy__sympy-21596,2,claude,onlycode,1,FAIL,0.7822300999999999,27,14,41,501,617120,573822,29753,,2712,1289,0.7822300999999999,0,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_2/sympy__sympy-21596_onlycode_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-12962,2,codex,baseline,1,FAIL,0.393733,1,14,14,73,284795,249856,3137,658,10272,0,0.352261,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/astropy__astropy-12962_baseline_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-12962,2,codex,bash_only,1,FAIL,0.457309,1,10,10,76,203837,147968,3466,718,10316,0,0.415837,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/astropy__astropy-12962_bash_only_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-12962,2,codex,onlycode,1,FAIL,0.292087,1,10,12,70,187919,162304,2762,206,11228,0,0.24831099999999998,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/astropy__astropy-12962_onlycode_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-13842,2,codex,baseline,1,FAIL,0.981317,1,35,31,168,1130173,1078784,6166,1754,10054,9216,0.981317,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/astropy__astropy-13842_baseline_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-13842,2,codex,bash_only,1,FAIL,1.100861,1,47,33,209,1148695,1088512,8523,2039,10098,0,1.0593890000000001,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/astropy__astropy-13842_bash_only_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-13842,2,codex,onlycode,1,FAIL,1.166137,1,32,34,191,1000307,904704,7859,2033,11010,0,1.122361,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/astropy__astropy-13842_onlycode_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-6938,2,codex,baseline,1,FAIL,0.446309,1,26,22,116,391153,365568,4520,856,9629,9216,0.446309,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/astropy__astropy-6938_baseline_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-6938,2,codex,bash_only,1,FAIL,0.849111,1,22,23,179,620529,532992,4831,677,9673,0,0.807639,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/astropy__astropy-6938_bash_only_run1.jsonl
swebench,swebench-datasci-mini,astropy__astropy-6938,2,codex,onlycode,1,FAIL,0.734519,1,24,26,148,550351,485888,5642,758,10585,0,0.690743,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/astropy__astropy-6938_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11790,2,codex,baseline,1,FAIL,0.37817,1,17,14,62,219040,176640,2595,881,9616,0,0.336698,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11790_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11790,2,codex,bash_only,1,FAIL,0.557539,1,26,20,110,523439,485888,4228,988,9660,0,0.516067,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11790_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11790,2,codex,onlycode,1,PASS,0.412452,1,16,18,93,278556,241664,3572,1176,10574,0,0.368676,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11790_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11815,2,codex,baseline,1,FAIL,0.456606,1,14,11,90,234600,177152,2693,647,9860,0,0.415134,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11815_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11815,2,codex,bash_only,1,PASS,0.694529,1,15,15,102,429805,352768,4432,1390,9904,0,0.653057,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11815_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11815,2,codex,onlycode,1,PASS,0.412316,1,13,15,112,252226,223232,5191,1412,10818,0,0.36854000000000003,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11815_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11848,2,codex,baseline,1,PASS,0.1504,1,12,9,48,102902,94720,2071,572,9659,9216,0.1504,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11848_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11848,2,codex,bash_only,1,PASS,0.462703,1,21,17,114,346007,311296,4450,1620,9703,9216,0.462703,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11848_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11848,2,codex,onlycode,1,PASS,0.181212,1,8,10,55,123750,113664,2465,899,10617,9728,0.181212,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11848_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11880,2,codex,baseline,1,PASS,0.191107,1,13,9,56,125417,113664,2517,604,9765,9216,0.191107,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11880_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11880,2,codex,bash_only,1,PASS,0.41925,1,15,10,60,174168,117760,2611,438,9809,0,0.377778,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11880_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11880,2,codex,onlycode,1,PASS,0.311578,1,9,11,56,163364,126976,2205,248,10723,0,0.26780200000000004,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11880_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11885,2,codex,baseline,1,PASS,0.822526,1,23,19,148,671642,607232,6562,3530,9798,0,0.781054,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11885_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11885,2,codex,bash_only,1,PASS,1.174264,1,20,21,171,780284,657408,7706,3296,9842,0,1.132792,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11885_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11885,2,codex,onlycode,1,PASS,0.834952,1,24,26,165,674738,607744,6537,2382,10756,0,0.791176,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11885_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11951,2,codex,baseline,1,PASS,0.322152,1,14,10,49,172650,134144,2085,360,9655,9216,0.322152,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11951_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11951,2,codex,bash_only,1,PASS,0.300285,1,15,11,57,201573,174080,2526,651,9699,0,0.258813,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11951_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11951,2,codex,onlycode,1,PASS,0.351271,1,9,11,56,173333,128512,2097,561,10613,0,0.307495,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11951_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11964,2,codex,baseline,1,PASS,0.229836,1,8,10,66,166956,151552,2568,923,10476,9728,0.229836,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11964_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11964,2,codex,bash_only,1,PASS,0.57099,1,12,14,86,334788,268800,3555,1387,10062,0,0.529518,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11964_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11964,2,codex,onlycode,1,PASS,0.412968,1,15,17,103,326418,295936,3753,1158,10976,0,0.369192,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11964_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11999,2,codex,baseline,1,PASS,0.33116,1,15,11,57,169858,130560,2313,510,9648,0,0.289688,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11999_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11999,2,codex,bash_only,1,PASS,0.363834,1,19,14,108,247644,227328,4953,2639,9692,9216,0.363834,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11999_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11999,2,codex,onlycode,1,PASS,0.514203,1,17,19,120,349395,306176,4834,1921,10606,0,0.470427,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-11999_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12039,2,codex,baseline,1,PASS,0.481416,1,17,13,72,285924,228352,2646,550,9792,0,0.439944,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12039_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12039,2,codex,bash_only,1,PASS,0.645638,1,32,19,114,445582,380416,4320,973,9836,0,0.6041660000000001,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12039_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12039,2,codex,onlycode,1,PASS,0.514253,1,13,15,89,262891,201216,3509,779,10750,0,0.470477,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12039_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12050,2,codex,baseline,1,PASS,0.645673,1,30,20,103,573053,521216,4196,1254,9570,0,0.6042010000000001,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12050_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12050,2,codex,bash_only,1,PASS,0.405876,1,18,12,95,233244,189952,3148,686,9614,9216,0.405876,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12050_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12050,2,codex,onlycode,1,PASS,0.377283,1,12,14,94,194625,160256,4177,1488,10528,0,0.333507,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12050_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12143,2,codex,baseline,1,PASS,0.304526,1,12,9,47,159772,123392,2031,578,9850,0,0.263054,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12143_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12143,2,codex,bash_only,1,PASS,0.348715,1,16,10,58,236099,202240,2610,701,9894,0,0.307243,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12143_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12143,2,codex,onlycode,1,PASS,0.220746,1,8,10,50,128520,108032,2143,482,10808,0,0.17697,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12143_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12155,2,codex,baseline,1,FAIL,0.324913,1,11,10,60,174161,137216,2386,787,9683,9216,0.324913,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12155_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12155,2,codex,bash_only,1,FAIL,0.616096,1,21,14,99,292952,215552,4044,1521,9727,0,0.574624,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12155_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12155,2,codex,onlycode,1,FAIL,0.147261,1,6,8,51,92517,84992,2238,570,10641,9728,0.147261,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12155_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12193,2,codex,baseline,1,FAIL,0.355344,1,20,15,83,234396,204288,3422,880,9659,9216,0.355344,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12193_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12193,2,codex,bash_only,1,FAIL,0.590598,1,29,20,108,448128,398336,4749,1332,9703,0,0.549126,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12193_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12193,2,codex,onlycode,1,FAIL,0.29662,1,8,10,59,135266,99840,2319,351,10617,0,0.252844,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12193_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12209,2,codex,baseline,1,FAIL,0.656306,1,24,19,140,463096,410112,6211,3041,9770,9216,0.656306,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12209_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12209,2,codex,bash_only,1,FAIL,0.651927,1,25,23,146,556659,515584,6292,2656,9814,0,0.6104550000000001,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12209_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12209,2,codex,onlycode,1,FAIL,0.724028,1,21,23,206,460642,413696,9415,4905,10728,9728,0.724028,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12209_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12262,2,codex,baseline,1,PASS,0.427103,1,16,9,72,167713,111616,3027,347,9731,0,0.385631,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12262_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12262,2,codex,bash_only,1,PASS,0.466444,1,17,12,104,247898,199168,4107,799,9775,9216,0.466444,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12262_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12262,2,codex,onlycode,1,PASS,0.500994,1,12,14,97,275190,217088,3398,538,10689,0,0.45721800000000007,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12262_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12273,2,codex,baseline,1,FAIL,0.530932,1,16,11,77,249050,180224,3223,1196,9727,0,0.48945999999999995,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12273_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12273,2,codex,bash_only,1,FAIL,0.474866,1,18,11,90,337444,294912,3825,1556,9771,0,0.433394,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12273_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12273,2,codex,onlycode,1,FAIL,0.560648,1,18,20,112,369460,316416,4574,1576,10685,0,0.516872,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12273_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12276,2,codex,baseline,1,PASS,0.216888,1,10,8,42,90060,60416,1282,94,9649,0,0.175416,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12276_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12276,2,codex,bash_only,1,PASS,0.291213,1,14,10,48,133977,98816,2200,362,9693,0,0.249741,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12276_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12276,2,codex,onlycode,1,PASS,0.184149,1,7,9,39,109467,91648,1641,210,10607,0,0.140373,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12276_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12304,2,codex,baseline,1,PASS,0.387,1,19,15,97,256356,225280,3966,1547,9625,9216,0.387,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12304_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12304,2,codex,bash_only,1,PASS,0.45571,1,28,15,111,302930,268800,5022,1853,9669,0,0.414238,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12304_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12304,2,codex,onlycode,1,PASS,0.341556,1,12,14,78,204672,172032,3078,1004,10583,9728,0.341556,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12304_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12308,2,codex,baseline,1,FAIL,0.42401,1,20,15,91,242968,197120,3207,891,9601,0,0.382538,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12308_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12308,2,codex,bash_only,1,FAIL,0.190208,1,15,9,50,130072,116736,2172,419,9645,9216,0.190208,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12308_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12308,2,codex,onlycode,1,FAIL,0.320454,1,13,15,81,241968,217088,2917,500,10559,0,0.27667800000000004,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12308_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12325,2,codex,baseline,1,FAIL,0.500815,1,26,18,121,315971,266240,3968,905,9694,9216,0.500815,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12325_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12325,2,codex,bash_only,1,FAIL,0.304861,1,17,12,75,199181,174592,3154,687,9738,0,0.263389,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12325_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12325,2,codex,onlycode,1,PASS,0.269385,1,11,13,74,189825,166400,2302,460,10652,0,0.22560899999999998,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12325_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12406,2,codex,baseline,1,FAIL,0.501792,1,31,19,102,470832,441344,4456,1306,9769,9216,0.501792,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12406_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12406,2,codex,bash_only,1,FAIL,0.432717,1,24,17,107,326043,295424,4397,1652,9813,0,0.391245,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12406_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12406,2,codex,onlycode,1,FAIL,0.580496,1,18,20,111,377482,320512,4513,1422,10727,0,0.53672,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12406_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12708,2,codex,baseline,1,PASS,0.462909,1,22,17,82,394281,357888,3400,776,9739,9216,0.462909,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12708_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12708,2,codex,bash_only,1,PASS,0.711986,1,25,20,123,507346,438272,4916,1658,9783,0,0.670514,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12708_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12708,2,codex,onlycode,1,PASS,0.461956,1,16,18,91,323324,279552,3444,551,10697,0,0.41818,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12708_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12713,2,codex,baseline,1,PASS,0.214906,1,12,10,45,135944,115712,1863,200,9564,0,0.173434,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12713_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12713,2,codex,bash_only,1,PASS,0.252194,1,14,10,64,179722,160768,2568,479,9608,9216,0.252194,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12713_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12713,2,codex,onlycode,1,PASS,0.317044,1,11,13,73,172886,140288,2797,419,10522,0,0.273268,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12713_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12774,2,codex,baseline,1,PASS,0.509324,1,26,17,115,368926,327168,4565,1257,9787,9216,0.509324,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12774_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12774,2,codex,bash_only,1,PASS,0.76158,1,35,18,146,432480,340480,4378,935,9831,0,0.7201080000000001,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12774_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12774,2,codex,onlycode,1,PASS,0.533779,1,14,16,114,282299,227328,4842,1146,10745,0,0.490003,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-12774_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-9296,2,codex,baseline,1,PASS,0.144913,1,10,9,34,122213,111616,1204,37,9595,9216,0.144913,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-9296_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-9296,2,codex,bash_only,1,PASS,0.194303,1,10,7,43,94429,73216,1721,196,9639,0,0.152831,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-9296_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-9296,2,codex,onlycode,1,PASS,0.15953,1,5,7,36,81310,64000,1366,167,10553,0,0.115754,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/django__django-9296_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-13859,2,codex,baseline,1,FAIL,0.898996,1,26,16,87,565790,453632,3713,756,9736,0,0.8575240000000001,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/matplotlib__matplotlib-13859_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-13859,2,codex,bash_only,1,FAIL,0.68044,1,22,16,92,676862,627200,3951,781,9780,9216,0.68044,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/matplotlib__matplotlib-13859_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-13859,2,codex,onlycode,1,FAIL,0.498198,1,17,19,105,314766,265216,3928,419,10692,0,0.454422,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/matplotlib__matplotlib-13859_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-19763,2,codex,baseline,1,FAIL,0.926035,1,37,35,162,881765,811520,5635,1523,10255,9216,0.926035,0,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/matplotlib__matplotlib-19763_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-19763,2,codex,bash_only,1,FAIL,0.437919,1,20,17,87,360081,327168,3659,953,10299,0,0.396447,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/matplotlib__matplotlib-19763_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-19763,2,codex,onlycode,1,FAIL,0.390672,1,13,15,68,221622,177664,2735,707,11211,0,0.34689600000000004,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/matplotlib__matplotlib-19763_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-21042,2,codex,baseline,1,PASS,0.873624,1,36,27,187,605946,531968,7925,3635,10115,0,0.832152,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/matplotlib__matplotlib-21042_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-21042,2,codex,bash_only,1,PASS,0.68138,1,18,19,156,412066,348160,6259,2984,10159,0,0.639908,9216,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/matplotlib__matplotlib-21042_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-21042,2,codex,onlycode,1,FAIL,0.82623,1,28,30,164,732840,675840,6777,2044,11071,0,0.782454,9728,codex_cli,codex-cli 0.130.0,runs/swebench/full_run_seed_2_codex_v2/matplotlib__matplotlib-21042_onlycode_run1.jsonl
