# source_commit: 050947f44fb7dec5793e05700cd01bdd5942ebfa
# generated: 2026-05-28T17:58:11Z
# generator: paper/data/scripts/paired_contrasts.py
# key_schema: benchmark:agent:contrast:metric
# default_precision: 4
# Paired per-instance contrasts. contrast='A-vs-B' means metric_A - metric_B computed within each instance, averaged across instances. wilcoxon_p is the paired Wilcoxon signed-rank two-sided p-value.
benchmark,agent,contrast,metric,mean_delta,se,ci_lo,ci_hi,wilcoxon_p,n_pairs,mean_a,mean_b
swebench,claude,onlycode-vs-bash_only,tool_calls,1.4333333333333331,0.6684739811870991,0.12312433020661895,2.743542336460047,0.005913825883388638,100,15.34,13.906666666666668
swebench,claude,onlycode-vs-bash_only,llm_calls,1.1900000000000004,2.0766364012473177,-2.8802073464447426,5.260207346444743,0.4706186788882748,100,50.11,48.92
swebench,claude,onlycode-vs-bash_only,wall,11.34833333333334,16.94639036599205,-21.866591784011074,44.56325845067775,0.005351517016280802,100,289.81166666666667,278.4633333333333
swebench,claude,onlycode-vs-bash_only,input_tokens,-73551.42333333335,60151.15301064689,-191447.68323420128,44344.836567534556,0.05417159648941415,100,829668.44,903219.8633333333
swebench,claude,onlycode-vs-bash_only,cached_input_tokens,-74180.36166666666,59233.9802747421,-190278.96300516117,41918.23967182785,0.04538106928157531,100,800220.2916666667,874400.6533333333
swebench,claude,onlycode-vs-bash_only,output_tokens,1209.9816666666668,825.3292171950925,-407.66359903571447,2827.626932369048,5.03955383934918e-05,100,15578.281666666668,14368.3
swebench,claude,bash_only-vs-baseline,pass,-0.006666666666666665,0.01706921277304135,-0.040122323701827715,0.026788990368494383,0.9288541399869986,100,0.51,0.5166666666666666
swebench,claude,bash_only-vs-baseline,cost,0.07025180916666668,0.04456936379364135,-0.017104143868870367,0.15760776220220374,0.42905212231325207,100,0.586930081,0.5166782718333333
swebench,claude,bash_only-vs-baseline,cost_adj,0.07123992816666666,0.04475813012660052,-0.016486006881470366,0.1589658632148037,0.43307645328435596,100,0.5833413129999999,0.5121013848333333
swebench,claude,bash_only-vs-baseline,turns,9.9,1.3074980176725826,7.337303885361738,12.462696114638263,9.031875794113331e-15,100,31.04,21.14
swebench,claude,bash_only-vs-baseline,tool_calls,-0.5566666666666665,1.1001076878213294,-2.7128777347964723,1.599544401463139,0.10797532276323873,100,13.906666666666668,14.463333333333333
swebench,claude,bash_only-vs-baseline,llm_calls,5.886666666666667,1.8372331952401904,2.285689603995894,9.487643729337439,8.340676846278369e-06,100,48.92,43.03333333333333
swebench,claude,bash_only-vs-baseline,wall,43.14333333333333,18.36717553237397,7.14366928988035,79.14299737678631,0.005129215121142438,100,278.4633333333333,235.32
swebench,claude,bash_only-vs-baseline,input_tokens,244606.07333333333,91077.74354740628,66093.69598041702,423118.45068624965,0.14488196639013398,100,903219.8633333333,658613.79
swebench,claude,bash_only-vs-baseline,cached_input_tokens,239467.5,89923.00549348051,63218.40923277821,415716.59076722176,0.20330910373763922,100,874400.6533333333,634933.1533333333
swebench,claude,bash_only-vs-baseline,output_tokens,3229.84,946.7699470559152,1374.1709037704065,5085.5090962295935,1.0479107909982653e-06,100,14368.3,11138.46
swebench,claude,bash_only-vs-onlycode,pass,0.01,0.013776311424086751,-0.01700157039121003,0.037001570391210034,0.27933169311304207,100,0.51,0.5
swebench,claude,bash_only-vs-onlycode,cost,-0.000491645750000033,0.03316673933911591,-0.06549845485466721,0.06451516335466714,0.3976487523328709,100,0.586930081,0.58742172675
swebench,claude,bash_only-vs-onlycode,cost_adj,-0.0026949222500000296,0.03312994575384936,-0.06762961592754477,0.062239771427544714,0.24797695110160245,100,0.5833413129999999,0.58603623525
swebench,claude,bash_only-vs-onlycode,turns,0.27833333333333343,0.9862154732085477,-1.65464899415542,2.211315660822087,0.6930634559700838,100,31.04,30.761666666666667
swebench,claude,bash_only-vs-onlycode,tool_calls,-1.4333333333333331,0.6684739811870991,-2.743542336460047,-0.12312433020661895,0.005913825883388638,100,13.906666666666668,15.34
swebench,claude,bash_only-vs-onlycode,llm_calls,-1.1900000000000004,2.0766364012473177,-5.260207346444743,2.8802073464447426,0.4706186788882748,100,48.92,50.11
swebench,claude,bash_only-vs-onlycode,wall,-11.34833333333334,16.94639036599205,-44.56325845067775,21.866591784011074,0.005351517016280802,100,278.4633333333333,289.81166666666667
swebench,claude,bash_only-vs-onlycode,input_tokens,73551.42333333335,60151.15301064689,-44344.836567534556,191447.68323420128,0.05417159648941415,100,903219.8633333333,829668.44
swebench,claude,bash_only-vs-onlycode,cached_input_tokens,74180.36166666666,59233.9802747421,-41918.23967182785,190278.96300516117,0.04538106928157531,100,874400.6533333333,800220.2916666667
swebench,claude,bash_only-vs-onlycode,output_tokens,-1209.9816666666668,825.3292171950925,-2827.626932369048,407.66359903571447,5.03955383934918e-05,100,14368.3,15578.281666666668
swebench,codex,baseline-vs-onlycode,pass,-0.003333333333333335,0.019816781424796495,-0.042174224925934464,0.035507558259267796,0.6970735820526903,100,0.4633333333333334,0.4666666666666666
swebench,codex,baseline-vs-onlycode,cost,0.11945032333333332,0.021027782925286294,0.07823586879977218,0.16066477786689445,4.236707346692418e-08,100,0.6692086899999999,0.5497583666666667
swebench,codex,baseline-vs-onlycode,cost_adj,0.12831304333333335,0.020621325594596875,0.08789524516792348,0.16873084149874323,2.016919093053276e-09,100,0.64450981,0.5161967666666666
swebench,codex,baseline-vs-onlycode,turns,0.0,0.0,0.0,0.0,,100,1.0,1.0
swebench,codex,baseline-vs-onlycode,tool_calls,8.84,0.6826777671656424,7.50195157635534,10.17804842364466,2.708000529903618e-17,100,25.736666666666665,16.89666666666667
swebench,codex,baseline-vs-onlycode,llm_calls,0.18333333333333357,0.4809123157534252,-0.7592548055433798,1.125921472210047,0.8886677419863711,100,19.046666666666667,18.863333333333333
swebench,codex,baseline-vs-onlycode,wall,-1.9366666666666654,3.149324103995805,-8.109341910498443,4.236008577165112,0.360931572353935,100,119.69333333333334,121.63
swebench,codex,baseline-vs-onlycode,input_tokens,138324.61666666667,24833.115824098117,89651.70965143436,186997.52368189898,5.968225746376303e-09,100,557671.23,419346.61333333334
swebench,codex,baseline-vs-onlycode,cached_input_tokens,127380.48,23806.15246427361,80720.42117002372,174040.53882997629,2.0478704108103747e-08,100,502394.88,375014.4
swebench,codex,baseline-vs-onlycode,output_tokens,34.646666666666626,115.2347443416231,-191.21343224291465,260.5067655762479,0.8311895778148274,100,4720.983333333334,4686.336666666667
swebench,codex,baseline-vs-bash_only,pass,0.010000000000000002,0.012935998892241268,-0.015354557828792883,0.03535455782879289,0.30485774696463463,100,0.4633333333333334,0.45333333333333337
swebench,codex,baseline-vs-bash_only,cost,-0.03179800666666667,0.018262938896917637,-0.06759336690462524,0.003997353571291898,0.0039171894476237945,100,0.6692086899999999,0.7010066966666666
swebench,codex,baseline-vs-bash_only,cost_adj,-0.03114520666666666,0.018148211489987517,-0.0667157011870422,0.004425287853708874,0.004658564912524636,100,0.64450981,0.6756550166666666
swebench,codex,baseline-vs-bash_only,turns,0.0,0.0,0.0,0.0,,100,1.0,1.0
swebench,codex,baseline-vs-bash_only,tool_calls,0.5599999999999998,0.6617475079739736,-0.7370251156289884,1.857025115628988,0.8065649312112414,100,25.736666666666665,25.176666666666666
swebench,codex,baseline-vs-bash_only,llm_calls,0.19666666666666682,0.5146145845143113,-0.8119779189813834,1.205311252314717,0.8515538553307973,100,19.046666666666667,18.85
swebench,codex,baseline-vs-bash_only,wall,-13.01,2.931876953273415,-18.756478828415894,-7.263521171584107,1.8513400956767175e-06,100,119.69333333333334,132.70333333333335
swebench,codex,baseline-vs-bash_only,input_tokens,-25874.89333333334,23602.034791658145,-72134.8815249833,20385.094858316625,0.01903026711614881,100,557671.23,583546.1233333334
swebench,codex,baseline-vs-bash_only,cached_input_tokens,-25816.74666666667,23218.364132063514,-71324.74036551116,19691.24703217782,0.02442449905226009,100,502394.88,528211.6266666666
swebench,codex,baseline-vs-bash_only,output_tokens,-619.9633333333334,108.92725966844878,-833.460762283493,-406.4659043831738,1.6122258512021897e-08,100,4720.983333333334,5340.946666666667
swebench,codex,onlycode-vs-baseline,pass,0.003333333333333335,0.019816781424796495,-0.035507558259267796,0.042174224925934464,0.6970735820526903,100,0.4666666666666666,0.4633333333333334
swebench,codex,onlycode-vs-baseline,cost,-0.11945032333333332,0.021027782925286294,-0.16066477786689445,-0.07823586879977218,4.236707346692418e-08,100,0.5497583666666667,0.6692086899999999
swebench,codex,onlycode-vs-baseline,cost_adj,-0.12831304333333335,0.020621325594596875,-0.16873084149874323,-0.08789524516792348,2.016919093053276e-09,100,0.5161967666666666,0.64450981
swebench,codex,onlycode-vs-baseline,turns,0.0,0.0,0.0,0.0,,100,1.0,1.0
swebench,codex,onlycode-vs-baseline,tool_calls,-8.84,0.6826777671656424,-10.17804842364466,-7.50195157635534,2.708000529903618e-17,100,16.89666666666667,25.736666666666665
swebench,codex,onlycode-vs-baseline,llm_calls,-0.18333333333333357,0.4809123157534252,-1.125921472210047,0.7592548055433798,0.8886677419863711,100,18.863333333333333,19.046666666666667
swebench,codex,onlycode-vs-baseline,wall,1.9366666666666654,3.149324103995805,-4.236008577165112,8.109341910498443,0.360931572353935,100,121.63,119.69333333333334
swebench,codex,onlycode-vs-baseline,input_tokens,-138324.61666666667,24833.115824098117,-186997.52368189898,-89651.70965143436,5.968225746376303e-09,100,419346.61333333334,557671.23
swebench,codex,onlycode-vs-baseline,cached_input_tokens,-127380.48,23806.15246427361,-174040.53882997629,-80720.42117002372,2.0478704108103747e-08,100,375014.4,502394.88
swebench,codex,onlycode-vs-baseline,output_tokens,-34.646666666666626,115.2347443416231,-260.5067655762479,191.21343224291465,0.8311895778148274,100,4686.336666666667,4720.983333333334
swebench,codex,onlycode-vs-bash_only,pass,0.013333333333333334,0.017029715891480886,-0.020044909813969204,0.046711576480635876,0.3715471583324427,100,0.4666666666666666,0.45333333333333337
swebench,codex,onlycode-vs-bash_only,cost,-0.15124833,0.020264591001729438,-0.1909669283633897,-0.11152973163661029,3.0058926298675976e-11,100,0.5497583666666667,0.7010066966666666
swebench,codex,onlycode-vs-bash_only,cost_adj,-0.15945825000000002,0.020227121987493258,-0.1991034090954868,-0.11981309090451324,6.9122266279962255e-12,100,0.5161967666666666,0.6756550166666666
swebench,codex,onlycode-vs-bash_only,turns,0.0,0.0,0.0,0.0,,100,1.0,1.0
swebench,codex,onlycode-vs-bash_only,tool_calls,-8.28,0.6029616393238229,-9.461804813074693,-7.098195186925307,1.0844946830462034e-16,100,16.89666666666667,25.176666666666666
swebench,codex,onlycode-vs-bash_only,llm_calls,0.013333333333333251,0.5007047782595466,-0.9680480320553781,0.9947146987220445,0.6194668273900353,100,18.863333333333333,18.85
swebench,codex,onlycode-vs-bash_only,wall,-11.073333333333332,3.237801349026461,-17.419423977425197,-4.727242689241469,0.0009122150262638297,100,121.63,132.70333333333335
swebench,codex,onlycode-vs-bash_only,input_tokens,-164199.51,26656.782084060564,-216446.8028847587,-111952.2171152413,7.691674678710571e-10,100,419346.61333333334,583546.1233333334
swebench,codex,onlycode-vs-bash_only,cached_input_tokens,-153197.22666666665,25953.359950581817,-204065.81216980703,-102328.64116352629,3.3406275973304598e-09,100,375014.4,528211.6266666666
swebench,codex,onlycode-vs-bash_only,output_tokens,-654.61,123.34805918594046,-896.3721960044434,-412.8478039955567,6.401341793716265e-07,100,4686.336666666667,5340.946666666667
swebench,codex,bash_only-vs-baseline,pass,-0.010000000000000002,0.012935998892241268,-0.03535455782879289,0.015354557828792883,0.30485774696463463,100,0.45333333333333337,0.4633333333333334
swebench,codex,bash_only-vs-baseline,cost,0.03179800666666667,0.018262938896917637,-0.003997353571291898,0.06759336690462524,0.0039171894476237945,100,0.7010066966666666,0.6692086899999999
swebench,codex,bash_only-vs-baseline,cost_adj,0.03114520666666666,0.018148211489987517,-0.004425287853708874,0.0667157011870422,0.004658564912524636,100,0.6756550166666666,0.64450981
swebench,codex,bash_only-vs-baseline,turns,0.0,0.0,0.0,0.0,,100,1.0,1.0
swebench,codex,bash_only-vs-baseline,tool_calls,-0.5599999999999998,0.6617475079739736,-1.857025115628988,0.7370251156289884,0.8065649312112414,100,25.176666666666666,25.736666666666665
swebench,codex,bash_only-vs-baseline,llm_calls,-0.19666666666666682,0.5146145845143113,-1.205311252314717,0.8119779189813834,0.8515538553307973,100,18.85,19.046666666666667
swebench,codex,bash_only-vs-baseline,wall,13.01,2.931876953273415,7.263521171584107,18.756478828415894,1.8513400956767175e-06,100,132.70333333333335,119.69333333333334
swebench,codex,bash_only-vs-baseline,input_tokens,25874.89333333334,23602.034791658145,-20385.094858316625,72134.8815249833,0.01903026711614881,100,583546.1233333334,557671.23
swebench,codex,bash_only-vs-baseline,cached_input_tokens,25816.74666666667,23218.364132063514,-19691.24703217782,71324.74036551116,0.02442449905226009,100,528211.6266666666,502394.88
swebench,codex,bash_only-vs-baseline,output_tokens,619.9633333333334,108.92725966844878,406.4659043831738,833.460762283493,1.6122258512021897e-08,100,5340.946666666667,4720.983333333334
swebench,codex,bash_only-vs-onlycode,pass,-0.013333333333333334,0.017029715891480886,-0.046711576480635876,0.020044909813969204,0.3715471583324427,100,0.45333333333333337,0.4666666666666666
swebench,codex,bash_only-vs-onlycode,cost,0.15124833,0.020264591001729438,0.11152973163661029,0.1909669283633897,3.0058926298675976e-11,100,0.7010066966666666,0.5497583666666667
swebench,codex,bash_only-vs-onlycode,cost_adj,0.15945825000000002,0.020227121987493258,0.11981309090451324,0.1991034090954868,6.9122266279962255e-12,100,0.6756550166666666,0.5161967666666666
swebench,codex,bash_only-vs-onlycode,turns,0.0,0.0,0.0,0.0,,100,1.0,1.0
swebench,codex,bash_only-vs-onlycode,tool_calls,8.28,0.6029616393238229,7.098195186925307,9.461804813074693,1.0844946830462034e-16,100,25.176666666666666,16.89666666666667
swebench,codex,bash_only-vs-onlycode,llm_calls,-0.013333333333333251,0.5007047782595466,-0.9947146987220445,0.9680480320553781,0.6194668273900353,100,18.85,18.863333333333333
swebench,codex,bash_only-vs-onlycode,wall,11.073333333333332,3.237801349026461,4.727242689241469,17.419423977425197,0.0009122150262638297,100,132.70333333333335,121.63
swebench,codex,bash_only-vs-onlycode,input_tokens,164199.51,26656.782084060564,111952.2171152413,216446.8028847587,7.691674678710571e-10,100,583546.1233333334,419346.61333333334
swebench,codex,bash_only-vs-onlycode,cached_input_tokens,153197.22666666665,25953.359950581817,102328.64116352629,204065.81216980703,3.3406275973304598e-09,100,528211.6266666666,375014.4
swebench,codex,bash_only-vs-onlycode,output_tokens,654.61,123.34805918594046,412.8478039955567,896.3721960044434,6.401341793716265e-07,100,5340.946666666667,4686.336666666667
