benchmark,agent,instance_id,patch_lines_added,patch_lines_removed,patch_lines_changed,patch_files_touched,baseline_cost_usd,baseline_cost_usd_adjusted,baseline_input_tokens,baseline_llm_calls,baseline_num_turns,baseline_output_tokens,baseline_pass,baseline_tool_calls,bash_only_cost_usd,bash_only_cost_usd_adjusted,bash_only_input_tokens,bash_only_llm_calls,bash_only_num_turns,bash_only_output_tokens,bash_only_pass,bash_only_tool_calls,delta_cost_usd_adjusted_bash_only_minus_baseline,delta_cost_usd_adjusted_onlycode_minus_baseline,delta_cost_usd_adjusted_onlycode_minus_bash_only,delta_cost_usd_bash_only_minus_baseline,delta_cost_usd_onlycode_minus_baseline,delta_cost_usd_onlycode_minus_bash_only,delta_input_tokens_bash_only_minus_baseline,delta_input_tokens_onlycode_minus_baseline,delta_input_tokens_onlycode_minus_bash_only,delta_llm_calls_bash_only_minus_baseline,delta_llm_calls_onlycode_minus_baseline,delta_llm_calls_onlycode_minus_bash_only,delta_num_turns_bash_only_minus_baseline,delta_num_turns_onlycode_minus_baseline,delta_num_turns_onlycode_minus_bash_only,delta_output_tokens_bash_only_minus_baseline,delta_output_tokens_onlycode_minus_baseline,delta_output_tokens_onlycode_minus_bash_only,delta_pass_bash_only_minus_baseline,delta_pass_onlycode_minus_baseline,delta_pass_onlycode_minus_bash_only,delta_tool_calls_bash_only_minus_baseline,delta_tool_calls_onlycode_minus_baseline,delta_tool_calls_onlycode_minus_bash_only,onlycode_cost_usd,onlycode_cost_usd_adjusted,onlycode_input_tokens,onlycode_llm_calls,onlycode_num_turns,onlycode_output_tokens,onlycode_pass,onlycode_tool_calls
swebench,claude,matplotlib__matplotlib-23476,3,0,3,1,0.3290789666666667,0.32875586666666673,431849.3333333333,34.333333333333336,23.0,8709.333333333334,0.3333333333333333,8.333333333333334,0.27375135,0.27342735,318592.0,35.333333333333336,26.0,7991.666666666667,0.0,14.666666666666666,-0.055328516666666716,-0.03601155,0.019316966666666713,-0.05532761666666669,-0.03517455000000003,0.020153066666666664,-113257.33333333331,-159171.3333333333,-45914.0,1.0,2.6666666666666643,1.6666666666666643,3.0,2.0,-1.0,-717.666666666667,934.6666666666661,1652.333333333333,-0.3333333333333333,0.0,0.3333333333333333,6.333333333333332,2.666666666666666,-3.666666666666666,0.29390441666666667,0.2927443166666667,272678.0,37.0,25.0,9644.0,0.3333333333333333,11.0
swebench,claude,matplotlib__matplotlib-24177,1,1,2,1,0.8463048333333334,0.8459817333333334,1414396.6666666667,67.33333333333333,41.333333333333336,18967.666666666668,1.0,18.333333333333332,0.686111,0.6828098000000001,934982.3333333334,64.33333333333333,39.333333333333336,18872.333333333332,1.0,15.0,-0.16317193333333324,-0.21339410000000003,-0.05022216666666679,-0.16019383333333337,-0.21139699999999995,-0.05120316666666658,-479414.3333333334,-601415.6666666667,-122001.33333333337,-3.0,-3.0,0.0,-2.0,-0.6666666666666714,1.3333333333333286,-95.33333333333576,-708.6666666666679,-613.3333333333321,0.0,0.0,0.0,-3.333333333333332,1.6666666666666679,5.0,0.6349078333333334,0.6325876333333333,812981.0,64.33333333333333,40.666666666666664,18259.0,1.0,20.0
swebench,claude,matplotlib__matplotlib-24637,2,0,2,1,0.10151308333333335,0.10118998333333333,150167.33333333334,16.666666666666668,10.333333333333334,2131.6666666666665,1.0,3.6666666666666665,0.10024169999999999,0.0969405,100612.33333333333,19.0,13.333333333333334,2686.6666666666665,1.0,6.333333333333333,-0.0042494833333333315,-0.00047321666666666484,0.0037762666666666667,-0.0012713833333333618,0.0003637833333333257,0.0016351666666666875,-49555.000000000015,-63805.33333333334,-14250.333333333328,2.333333333333332,5.0,2.666666666666668,3.0,5.0,2.0,555.0,1001.3333333333335,446.3333333333335,0.0,0.0,0.0,2.6666666666666665,5.0,2.333333333333333,0.10187686666666668,0.10071676666666667,86362.0,21.666666666666668,15.333333333333334,3133.0,1.0,8.666666666666666
swebench,claude,matplotlib__matplotlib-25126,1,0,1,1,2.696328466666666,2.6960053666666663,802515.0,126.66666666666667,28.666666666666668,12738.666666666666,1.0,81.66666666666667,1.34487475,1.34124955,2151546.0,103.33333333333333,66.33333333333333,33043.666666666664,1.0,30.0,-1.3547558166666664,-1.1238260666666668,0.2309297499999996,-1.351453716666666,-1.1218289666666663,0.2296247499999997,1349031.0,1817944.0,468913.0,-23.333333333333343,-15.0,8.333333333333343,37.66666666666666,42.33333333333333,4.666666666666671,20305.0,23811.333333333336,3506.3333333333358,0.0,0.0,0.0,-51.66666666666667,-47.66666666666667,4.0,1.5744994999999997,1.5721792999999995,2620459.0,111.66666666666667,71.0,36550.0,1.0,34.0
swebench,claude,matplotlib__matplotlib-25442,14,17,31,1,0.7552480166666666,0.7457170166666667,996669.0,53.0,28.0,21991.666666666668,1.0,8.666666666666666,0.8291409000000001,0.8255157000000001,830279.3333333334,60.0,34.666666666666664,29477.0,1.0,14.0,0.0797986833333334,0.07153046666666674,-0.008268216666666661,0.07389288333333344,0.06315956666666678,-0.010733316666666659,-166389.66666666663,-196366.33333333337,-29976.666666666744,7.0,-6.333333333333336,-13.333333333333336,6.666666666666664,-2.333333333333332,-8.999999999999996,7485.333333333332,6489.333333333332,-996.0,0.0,0.0,0.0,5.333333333333334,0.6666666666666679,-4.666666666666666,0.8184075833333334,0.8172474833333334,800302.6666666666,46.666666666666664,25.666666666666668,28481.0,1.0,9.333333333333334
swebench,claude,matplotlib__matplotlib-25772,2,1,3,1,0.5434899,0.5431668,551192.0,34.666666666666664,20.666666666666668,17565.333333333332,0.0,5.333333333333333,0.37072601666666666,0.37072601666666666,327955.3333333333,25.333333333333332,14.666666666666666,11394.0,0.0,5.333333333333333,-0.1724407833333333,-0.07546488333333323,0.09697590000000006,-0.1727638833333333,-0.07346778333333326,0.09929610000000005,-223236.6666666667,-156138.6666666667,67098.0,-9.333333333333332,-3.6666666666666643,5.666666666666668,-6.000000000000002,-0.6666666666666679,5.333333333333334,-6171.333333333332,-1344.9999999999982,4826.333333333334,0.0,0.0,0.0,0.0,5.000000000000001,5.000000000000001,0.4700221166666667,0.4677019166666667,395053.3333333333,31.0,20.0,16220.333333333334,0.0,10.333333333333334
swebench,claude,matplotlib__matplotlib-26160,72,2,74,2,0.17000389999999999,0.16047289999999997,170452.33333333334,19.666666666666668,10.666666666666666,2826.3333333333335,0.0,6.666666666666667,0.2040071,0.19410349999999998,216717.33333333334,32.333333333333336,19.0,5140.333333333333,0.0,6.0,0.03363060000000001,0.010836800000000008,-0.022793800000000003,0.03400320000000001,0.002465899999999993,-0.03153730000000002,46265.0,-32545.0,-78810.0,12.666666666666668,10.333333333333332,-2.3333333333333357,8.333333333333334,7.000000000000002,-1.3333333333333321,2313.9999999999995,2601.9999999999995,288.0,0.0,0.0,0.0,-0.666666666666667,1.0,1.666666666666667,0.17246979999999998,0.17130969999999998,137907.33333333334,30.0,17.666666666666668,5428.333333333333,0.0,7.666666666666667
swebench,claude,mwaskom__seaborn-2389,12,22,34,1,0.15337913333333333,0.13496333333333332,145073.33333333334,17.666666666666668,10.333333333333334,2373.6666666666665,1.0,5.333333333333333,0.1234293,0.11650289999999998,104335.66666666667,20.666666666666668,13.333333333333334,3595.3333333333335,1.0,7.0,-0.018460433333333345,-0.0024809999999999832,0.015979433333333362,-0.02994983333333333,-0.019736699999999996,0.010213133333333332,-40737.66666666667,-38343.000000000015,2394.666666666657,3.0,6.666666666666664,3.6666666666666643,3.0,6.999999999999998,3.9999999999999982,1221.666666666667,1836.3333333333335,614.6666666666665,0.0,0.0,0.0,1.666666666666667,6.000000000000001,4.333333333333334,0.13364243333333334,0.13248233333333334,106730.33333333333,24.333333333333332,17.333333333333332,4210.0,1.0,11.333333333333334
swebench,claude,mwaskom__seaborn-2813,5,2,7,3,0.5203449166666666,0.5019291166666666,409457.3333333333,52.333333333333336,18.0,12238.333333333334,0.6666666666666666,27.0,0.28801003333333336,0.28768603333333337,336746.6666666667,38.666666666666664,24.0,8420.0,0.3333333333333333,10.333333333333334,-0.21424308333333325,-0.006585799999999864,0.2076572833333334,-0.23233488333333324,-0.023841499999999904,0.20849338333333334,-72710.66666666663,104983.33333333337,177694.0,-13.666666666666671,-4.333333333333336,9.333333333333336,6.0,11.0,5.0,-3818.333333333334,3737.666666666666,7556.0,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-16.666666666666664,-12.333333333333334,4.333333333333332,0.4965034166666667,0.49534331666666676,514440.6666666667,48.0,29.0,15976.0,0.0,14.666666666666666
swebench,claude,mwaskom__seaborn-2946,6,1,7,1,0.86977285,0.8513570500000002,1342665.0,66.66666666666667,44.0,21211.0,1.0,22.333333333333332,0.8999513333333334,0.8933489333333334,1135656.3333333333,68.33333333333333,44.666666666666664,25973.666666666668,1.0,25.0,0.04199188333333326,0.6701899333333329,0.6281980499999996,0.030178483333333395,0.6552544333333333,0.6250759499999999,-207008.66666666674,806154.6666666665,1013163.3333333333,1.6666666666666572,31.0,29.333333333333343,0.6666666666666643,11.0,10.333333333333336,4762.666666666668,21820.333333333336,17057.666666666668,0.0,0.0,0.0,2.666666666666668,1.0,-1.6666666666666679,1.5250272833333334,1.521546983333333,2148819.6666666665,97.66666666666667,55.0,43031.333333333336,1.0,23.333333333333332
swebench,claude,mwaskom__seaborn-3069,13,2,15,1,1.428777883333333,1.4281307833333334,1837222.3333333333,118.66666666666667,47.333333333333336,31119.333333333332,0.3333333333333333,44.0,1.4924152666666668,1.4854888666666668,2875005.0,116.66666666666667,80.33333333333333,26471.333333333332,0.3333333333333333,47.0,0.057358083333333365,0.01977843333333329,-0.037579650000000075,0.06363738333333369,0.021451533333333606,-0.04218585000000008,1037782.6666666667,674523.6666666667,-363259.0,-2.0,-4.666666666666671,-2.6666666666666714,32.99999999999999,20.999999999999993,-12.0,-4648.0,-1333.0,3315.0,0.0,0.6666666666666667,0.6666666666666667,3.0,-8.333333333333336,-11.333333333333336,1.4502294166666667,1.4479092166666667,2511746.0,114.0,68.33333333333333,29786.333333333332,1.0,35.666666666666664
swebench,claude,mwaskom__seaborn-3202,4,5,9,2,0.40645193333333324,0.3880361333333333,532375.0,43.666666666666664,25.0,9666.333333333334,0.0,8.666666666666666,0.5190467499999999,0.5124443499999999,743711.3333333334,66.66666666666667,41.666666666666664,12537.666666666666,0.0,22.333333333333332,0.12440821666666657,0.07075383333333346,-0.05365438333333311,0.11259481666666665,0.05465823333333342,-0.057936583333333236,211336.33333333337,-37747.333333333314,-249083.6666666667,23.000000000000007,9.0,-14.000000000000007,16.666666666666664,6.666666666666668,-9.999999999999996,2871.333333333332,4447.0,1575.6666666666679,0.0,0.0,0.0,13.666666666666666,6.333333333333334,-7.333333333333332,0.46111016666666665,0.45878996666666677,494627.6666666667,52.666666666666664,31.666666666666668,14113.333333333334,0.0,15.0
swebench,claude,pydata__xarray-2905,2,1,3,1,0.6079933333333335,0.6076702333333335,1050644.6666666667,70.66666666666667,41.0,13342.0,0.6666666666666666,14.333333333333334,0.5424196000000001,0.5391184000000001,792221.6666666666,68.33333333333333,40.666666666666664,13742.333333333334,1.0,14.666666666666666,-0.06855183333333337,-0.09419861666666673,-0.025646783333333367,-0.06557373333333338,-0.09336161666666687,-0.027787883333333485,-258423.00000000012,-415577.3333333334,-157154.33333333326,-2.333333333333343,-1.3333333333333428,1.0,-0.3333333333333357,-1.6666666666666643,-1.3333333333333286,400.33333333333394,1593.0,1192.666666666666,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333215,1.0,0.6666666666666679,0.5146317166666666,0.5134716166666667,635067.3333333334,69.33333333333333,39.333333333333336,14935.0,1.0,15.333333333333334
swebench,claude,pydata__xarray-3520,15,7,22,2,4.54483845,4.53563055,8505237.0,239.33333333333334,121.0,80328.33333333333,0.3333333333333333,76.66666666666667,2.8992457999999997,2.8923194,5349030.333333333,158.33333333333334,102.0,61526.0,0.0,50.333333333333336,-1.6433111499999997,-1.6467466333333332,-0.0034354833333334334,-1.6455926500000007,-1.6524742333333333,-0.006881583333332664,-3156206.666666667,-3511269.0,-355062.333333333,-81.0,-90.33333333333334,-9.333333333333343,-19.0,-24.33333333333333,-5.333333333333329,-18802.33333333333,-12957.666666666657,5844.6666666666715,-0.3333333333333333,-0.3333333333333333,0.0,-26.333333333333336,-27.000000000000007,-0.6666666666666714,2.892364216666667,2.8888839166666664,4993968.0,149.0,96.66666666666667,67370.66666666667,0.0,49.666666666666664
swebench,claude,pydata__xarray-4075,8,1,9,1,0.12864873333333335,0.12832563333333333,146918.0,18.333333333333332,9.0,2362.0,1.0,4.0,0.1543177166666667,0.14771531666666668,157968.0,25.666666666666668,16.333333333333332,3208.6666666666665,1.0,7.0,0.019389683333333352,0.013929966666666682,-0.00545971666666667,0.02566898333333334,0.014766966666666659,-0.01090201666666668,11050.0,-24274.33333333333,-35324.33333333333,7.333333333333336,5.666666666666668,-1.6666666666666679,7.333333333333332,6.333333333333334,-0.9999999999999982,846.6666666666665,1657.0,810.3333333333335,0.0,0.0,0.0,3.0,3.666666666666667,0.666666666666667,0.1434157,0.1422556,122643.66666666667,24.0,15.333333333333334,4019.0,1.0,7.666666666666667
swebench,claude,pydata__xarray-4629,1,1,2,1,0.045978450000000004,0.036770550000000006,48082.333333333336,4.666666666666667,3.6666666666666665,471.0,1.0,1.6666666666666667,0.14333076666666666,0.13672836666666666,151293.66666666666,24.0,16.666666666666668,2852.0,1.0,9.0,0.09995781666666664,0.06313615,-0.036821666666666655,0.09735231666666666,0.05624844999999999,-0.04110386666666667,103211.33333333331,27405.999999999993,-75805.33333333333,19.333333333333332,15.666666666666664,-3.666666666666668,13.000000000000002,9.0,-4.000000000000002,2381.0,2559.0,178.0,0.0,0.0,0.0,7.333333333333333,3.333333333333333,-4.0,0.1022269,0.0999067,75488.33333333333,20.333333333333332,12.666666666666666,3030.0,1.0,5.0
swebench,claude,pydata__xarray-4911,18,12,30,3,1.1146087000000002,1.1142856000000003,1410263.3333333333,90.0,34.333333333333336,24744.666666666668,0.0,40.666666666666664,0.8493171333333335,0.8493171333333335,1401739.3333333333,76.0,47.333333333333336,19527.333333333332,0.0,20.666666666666668,-0.26496846666666685,-0.41584668333333374,-0.1508782166666669,-0.26529156666666676,-0.41500968333333355,-0.1497181166666668,-8524.0,-477272.9999999999,-468748.9999999999,-14.0,-27.0,-13.0,13.0,2.0,-11.0,-5217.333333333336,-5931.666666666668,-714.3333333333321,0.0,0.0,0.0,-19.999999999999996,-27.0,-7.000000000000002,0.6995990166666667,0.6984389166666666,932990.3333333334,63.0,36.333333333333336,18813.0,0.0,13.666666666666666
swebench,claude,pydata__xarray-5455,73,35,108,10,1.1834941333333333,1.1831710333333334,1568264.3333333333,115.33333333333333,51.666666666666664,20709.333333333332,0.0,59.666666666666664,0.9238098333333332,0.9234858333333332,1580216.3333333333,81.0,58.0,18252.666666666668,0.0,30.0,-0.25968520000000017,-0.1782767500000002,0.08140844999999997,-0.2596843000000001,-0.17743975000000023,0.08224454999999986,11952.0,136171.0,124219.0,-34.33333333333333,-17.666666666666657,16.66666666666667,6.333333333333336,16.666666666666664,10.333333333333329,-2456.6666666666642,1143.6666666666679,3600.333333333332,0.0,0.3333333333333333,0.3333333333333333,-29.666666666666664,-18.0,11.666666666666664,1.006054383333333,1.0048942833333332,1704435.3333333333,97.66666666666667,68.33333333333333,21853.0,0.3333333333333333,41.666666666666664
swebench,claude,pydata__xarray-6601,1,1,2,1,0.23491473333333332,0.23459163333333333,138368.33333333334,28.0,8.666666666666666,3419.6666666666665,1.0,15.333333333333334,0.22345363333333335,0.21355003333333333,227413.66666666666,31.666666666666668,19.666666666666668,6106.333333333333,1.0,9.666666666666666,-0.021041599999999994,-0.02234578333333334,-0.0013041833333333475,-0.011461099999999974,-0.021508783333333337,-0.010047683333333363,89045.33333333331,29597.333333333314,-59448.0,3.666666666666668,3.333333333333332,-0.3333333333333357,11.000000000000002,11.333333333333334,0.33333333333333215,2686.6666666666665,3896.3333333333335,1209.666666666667,0.0,0.0,0.0,-5.666666666666668,-4.333333333333334,1.333333333333334,0.21340594999999998,0.21224584999999999,167965.66666666666,31.333333333333332,20.0,7316.0,1.0,11.0
swebench,claude,pydata__xarray-7003,19,3,22,1,0.13421115,0.13388805,118660.33333333333,23.333333333333332,8.333333333333334,2369.6666666666665,0.0,11.0,0.08693074999999999,0.08660675,91967.33333333333,19.0,13.0,2608.6666666666665,0.0,7.0,-0.04728130000000001,-0.03509966666666667,0.012181633333333344,-0.047280400000000014,-0.034262666666666663,0.01301773333333335,-26693.0,-39746.66666666666,-13053.666666666657,-4.333333333333332,-1.6666666666666643,2.666666666666668,4.666666666666666,6.333333333333332,1.666666666666666,239.0,917.0,678.0,0.0,0.0,0.0,-4.0,-2.333333333333334,1.666666666666666,0.09994848333333334,0.09878838333333334,78913.66666666667,21.666666666666668,14.666666666666666,3286.6666666666665,0.0,8.666666666666666
swebench,claude,scikit-learn__scikit-learn-10427,503,23,526,3,0.16617775,0.13855405,181213.33333333334,20.0,12.0,3311.6666666666665,0.0,3.3333333333333335,0.11243746666666665,0.10551106666666665,100001.66666666667,20.0,13.0,2740.6666666666665,0.0,5.0,-0.03304298333333336,0.08499525000000002,0.11803823333333338,-0.05374028333333336,0.05853165000000002,0.11227193333333338,-81211.66666666667,7091.333333333314,88302.99999999999,0.0,14.0,14.0,1.0,9.666666666666668,8.666666666666668,-571.0,4574.333333333334,5145.333333333334,0.0,0.0,0.0,1.6666666666666665,6.0,4.333333333333334,0.22470940000000003,0.22354930000000003,188304.66666666666,34.0,21.666666666666668,7886.0,0.0,9.333333333333334
swebench,claude,scikit-learn__scikit-learn-10803,28,5,33,1,0.9188427333333333,0.9093108333333334,651587.6666666666,58.333333333333336,19.333333333333332,27735.0,1.0,23.333333333333332,0.8820233333333333,0.8754209333333334,976720.3333333334,62.333333333333336,37.333333333333336,26832.333333333332,0.6666666666666666,13.666666666666666,-0.03388990000000003,-0.05453781666666657,-0.020647916666666544,-0.03681940000000006,-0.0629096166666665,-0.026090216666666444,325132.66666666674,396612.66666666674,71480.0,4.0,5.999999999999993,1.999999999999993,18.000000000000004,19.666666666666668,1.6666666666666643,-902.6666666666679,-3409.0,-2506.333333333332,-0.33333333333333337,-0.33333333333333337,0.0,-9.666666666666666,-4.0,5.666666666666666,0.8559331166666668,0.8547730166666668,1048200.3333333334,64.33333333333333,39.0,24326.0,0.6666666666666666,19.333333333333332
swebench,claude,scikit-learn__scikit-learn-11206,89,44,133,5,1.4347814666666665,1.4163656666666669,1750730.3333333333,107.66666666666667,45.333333333333336,28655.666666666668,0.0,39.333333333333336,4.016324166666666,4.009397766666665,7457336.666666667,185.0,109.66666666666667,89384.66666666667,0.0,47.0,2.5930320999999985,1.4761249333333322,-1.1169071666666661,2.5815427,1.4588692333333324,-1.1226734666666673,5706606.333333334,3693474.0,-2013132.333333334,77.33333333333333,6.333333333333329,-71.0,64.33333333333334,37.666666666666664,-26.66666666666667,60729.0,31637.333333333332,-29091.66666666667,0.0,0.0,0.0,7.666666666666664,17.666666666666664,10.0,2.893650699999999,2.892490599999999,5444204.333333333,114.0,83.0,60293.0,0.0,57.0
swebench,claude,scikit-learn__scikit-learn-11596,123,1,124,2,0.18329436666666665,0.17376246666666664,242737.33333333334,26.666666666666668,16.666666666666668,3957.0,0.0,5.666666666666667,0.17633733333333332,0.17303613333333331,220648.33333333334,30.0,20.333333333333332,4346.333333333333,0.3333333333333333,11.0,-0.0007263333333333288,0.09661486666666666,0.09734119999999999,-0.0069570333333333345,0.08824306666666665,0.09520009999999998,-22089.0,83842.66666666666,105931.66666666666,3.333333333333332,14.999999999999996,11.666666666666664,3.6666666666666643,12.333333333333332,8.666666666666668,389.33333333333303,3174.333333333333,2785.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,5.333333333333333,11.666666666666664,6.333333333333332,0.2715374333333333,0.2703773333333333,326580.0,41.666666666666664,29.0,7131.333333333333,0.6666666666666666,17.333333333333332
swebench,claude,scikit-learn__scikit-learn-12704,1,1,2,1,0.05802738333333333,0.05770338333333333,75939.66666666667,9.333333333333334,5.666666666666667,1285.3333333333333,1.0,1.0,0.07610823333333333,0.07248303333333334,69970.0,17.0,10.0,2097.0,0.6666666666666666,3.0,0.014779650000000005,0.027934183333333334,0.01315453333333333,0.018080850000000002,0.028770283333333334,0.010689433333333331,-5969.6666666666715,-19804.66666666667,-13835.0,7.666666666666666,7.333333333333334,-0.33333333333333215,4.333333333333333,5.333333333333333,1.0,811.6666666666667,1589.3333333333333,777.6666666666665,-0.33333333333333337,-0.33333333333333337,0.0,2.0,4.666666666666667,2.666666666666667,0.08679766666666666,0.08563756666666666,56135.0,16.666666666666668,11.0,2874.6666666666665,0.6666666666666666,5.666666666666667
swebench,claude,scikit-learn__scikit-learn-13013,35,73,108,9,0.1616252,0.1613012,236711.0,27.333333333333332,18.333333333333332,3757.3333333333335,0.0,6.0,0.16850285,0.16487765000000001,195959.66666666666,34.333333333333336,24.333333333333332,4543.333333333333,0.0,10.0,0.003576450000000009,0.16419085000000003,0.16061440000000002,0.006877650000000013,0.16502695000000003,0.15814930000000002,-40751.33333333334,151165.6666666667,191917.00000000003,7.0000000000000036,17.666666666666668,10.666666666666664,6.0,14.000000000000004,8.000000000000004,785.9999999999995,5446.0,4660.000000000001,0.0,0.0,0.0,4.0,15.333333333333332,11.333333333333332,0.32665215000000003,0.32549205000000003,387876.6666666667,45.0,32.333333333333336,9203.333333333334,0.0,21.333333333333332
swebench,claude,scikit-learn__scikit-learn-13283,63,22,85,1,0.3506620166666667,0.3506620166666667,305374.0,18.666666666666668,10.666666666666666,11627.0,0.0,2.6666666666666665,0.6356676833333333,0.6356676833333333,561658.3333333334,40.333333333333336,22.666666666666668,21941.666666666668,0.0,7.333333333333333,0.28500566666666666,0.4090877666666665,0.12408209999999986,0.28500566666666666,0.4114079666666666,0.12640229999999997,256284.33333333337,359969.6666666666,103685.33333333326,21.666666666666668,32.66666666666667,11.0,12.000000000000002,17.666666666666664,5.666666666666664,10314.666666666668,16201.0,5886.333333333332,0.0,0.0,0.0,4.666666666666666,7.666666666666668,3.000000000000001,0.7620699833333333,0.7597497833333332,665343.6666666666,51.333333333333336,28.333333333333332,27828.0,0.0,10.333333333333334
swebench,claude,scikit-learn__scikit-learn-13496,9,1,10,1,0.1700656,0.16941759999999997,208303.66666666666,19.0,9.666666666666666,2908.6666666666665,1.0,2.0,0.23082445,0.22422204999999998,244673.66666666666,27.333333333333332,13.666666666666666,4117.666666666667,1.0,2.6666666666666665,0.054804450000000005,-0.03286954999999997,-0.08767399999999997,0.060758849999999975,-0.03235745000000001,-0.09311629999999999,36370.0,-103498.99999999999,-139869.0,8.333333333333332,4.666666666666668,-3.6666666666666643,4.0,4.333333333333334,0.3333333333333339,1209.0000000000005,1356.0000000000005,147.0,0.0,0.0,0.0,0.6666666666666665,3.666666666666667,3.0000000000000004,0.13770815,0.13654805,104804.66666666667,23.666666666666668,14.0,4264.666666666667,1.0,5.666666666666667
swebench,claude,scikit-learn__scikit-learn-13864,7,7,14,1,0.06137745,0.051846449999999995,68299.33333333333,9.333333333333334,5.333333333333333,988.3333333333334,0.0,0.6666666666666666,0.045770250000000005,0.042145049999999996,42204.0,10.333333333333334,6.666666666666667,1108.0,0.0,2.3333333333333335,-0.009701399999999999,0.013468299999999996,0.023169699999999994,-0.015607199999999995,0.005097399999999988,0.020704599999999983,-26095.33333333333,-16601.33333333333,9494.0,1.0,5.666666666666666,4.666666666666666,1.333333333333334,4.666666666666667,3.333333333333333,119.66666666666663,1177.333333333333,1057.6666666666665,0.0,0.0,0.0,1.666666666666667,4.0,2.3333333333333335,0.06647484999999999,0.06531474999999999,51698.0,15.0,10.0,2165.6666666666665,0.0,4.666666666666667
swebench,claude,scikit-learn__scikit-learn-14125,3,3,6,1,0.10570438333333333,0.10538128333333334,98509.0,11.666666666666666,8.0,3644.6666666666665,0.0,2.6666666666666665,0.11965055000000002,0.11602535000000001,101659.66666666667,18.666666666666668,12.0,3918.3333333333335,0.0,4.333333333333333,0.010644066666666674,-0.003236149999999993,-0.013880216666666667,0.01394616666666669,-0.0012390499999999915,-0.015185216666666682,3150.6666666666715,-36706.666666666664,-39857.333333333336,7.000000000000002,2.666666666666668,-4.333333333333334,4.0,0.6666666666666661,-3.333333333333334,273.66666666666697,115.66666666666697,-158.0,0.0,0.0,0.0,1.6666666666666665,0.666666666666667,-0.9999999999999996,0.10446533333333334,0.10214513333333335,61802.333333333336,14.333333333333334,8.666666666666666,3760.3333333333335,0.0,3.3333333333333335
swebench,claude,scikit-learn__scikit-learn-14710,4,0,4,1,0.04045566666666667,0.04013256666666667,39864.0,4.333333333333333,3.0,663.6666666666666,0.6666666666666666,0.6666666666666666,0.06857961666666666,0.06495441666666667,57762.666666666664,10.333333333333334,6.666666666666667,1387.0,0.6666666666666666,2.0,0.02482185,0.004086099999999995,-0.020735750000000004,0.028123949999999995,0.004923099999999993,-0.023200850000000002,17898.666666666664,-16229.0,-34127.666666666664,6.000000000000001,2.333333333333334,-3.666666666666667,3.666666666666667,1.333333333333333,-2.333333333333334,723.3333333333334,421.0000000000001,-302.33333333333326,0.0,0.0,0.0,1.3333333333333335,0.33333333333333337,-1.0,0.04537876666666666,0.04421866666666666,23635.0,6.666666666666667,4.333333333333333,1084.6666666666667,0.6666666666666666,1.0
swebench,claude,scikit-learn__scikit-learn-15094,2,0,2,1,0.18346948333333332,0.18314638333333333,261522.33333333334,22.333333333333332,15.0,4521.666666666667,0.0,6.666666666666667,0.2631006333333334,0.2627766333333334,404364.6666666667,33.666666666666664,24.0,5968.333333333333,0.0,14.0,0.07963025000000007,0.021551833333333353,-0.058078416666666716,0.07963115000000007,0.022388833333333358,-0.05724231666666671,142842.33333333334,-43534.666666666686,-186377.00000000003,11.333333333333332,6.666666666666668,-4.666666666666664,9.0,4.666666666666668,-4.333333333333332,1446.666666666666,1853.666666666666,407.0,0.0,0.0,0.0,7.333333333333333,4.333333333333333,-3.0,0.20585831666666668,0.20469821666666668,217987.66666666666,29.0,19.666666666666668,6375.333333333333,0.0,11.0
swebench,claude,scikit-learn__scikit-learn-24677,47,22,69,1,0.22619611666666664,0.22587301666666662,292530.6666666667,22.0,12.0,5439.333333333333,0.0,2.6666666666666665,0.2236539666666667,0.2233299666666667,300355.3333333333,30.0,18.0,5312.0,0.0,6.666666666666667,-0.002543049999999908,-0.010897183333333338,-0.00835413333333343,-0.0025421499999999375,-0.010060183333333306,-0.007518033333333368,7824.666666666628,-103366.66666666669,-111191.33333333331,8.0,0.6666666666666679,-7.333333333333332,6.0,2.0,-4.0,-127.33333333333303,1731.0,1858.333333333333,0.0,0.0,0.0,4.0,3.3333333333333335,-0.666666666666667,0.21613593333333334,0.21497583333333328,189164.0,22.666666666666668,14.0,7170.333333333333,0.0,6.0
swebench,claude,scikit-learn__scikit-learn-25694,3,1,4,1,0.090202,0.0898789,116012.0,11.666666666666666,7.333333333333333,2065.0,0.0,2.6666666666666665,0.08269035,0.08236634999999999,78623.33333333333,13.666666666666666,8.333333333333334,2333.6666666666665,0.0,2.3333333333333335,-0.007512550000000007,0.0003666833333333397,0.007879233333333346,-0.007511650000000009,0.0012036833333333302,0.008715333333333339,-37388.66666666667,-44833.66666666667,-7445.0,2.0,4.333333333333334,2.333333333333334,1.0000000000000009,3.000000000000001,2.0,268.6666666666665,850.6666666666665,582.0,0.0,0.0,0.0,-0.33333333333333304,1.6666666666666665,1.9999999999999996,0.09140568333333333,0.09024558333333334,71178.33333333333,16.0,10.333333333333334,2915.6666666666665,0.0,4.333333333333333
